pd,pdfs
/gpfs/data/chopralab/arda/knee/multicoil/file1001458.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001566.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000306.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001277.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001295.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001355.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000754.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1002208.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1002570.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001726.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000350.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000748.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001953.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1002175.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1002097.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001210.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1002315.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001523.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000331.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001849.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001632.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001008.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000891.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001275.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000086.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000501.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1002123.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001235.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1002090.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1002431.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000467.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001246.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001372.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000561.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1002381.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001401.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000003.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001922.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001668.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001689.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000504.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001627.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001989.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001949.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001287.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000275.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001410.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000223.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001805.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000638.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1002287.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001770.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1002035.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1002380.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000071.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000206.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1002342.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001319.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001036.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000210.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001742.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1002371.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001572.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1002262.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1002430.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001969.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001169.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001373.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1002264.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000148.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000383.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000307.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001628.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1002366.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001816.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000941.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1002221.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000569.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000381.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000880.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000308.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000247.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1002359.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001599.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1002194.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000179.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000107.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000026.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000492.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001239.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001379.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001688.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1002071.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001425.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000117.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000740.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001422.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000612.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1002474.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1002563.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001701.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001402.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000827.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000814.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001221.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000818.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001977.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1002404.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001298.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1002145.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001087.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001300.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1002170.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001226.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1002038.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1002475.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000661.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000658.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1002399.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001500.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000365.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000351.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1002422.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000248.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001993.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001110.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000339.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000554.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000807.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1002334.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000126.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000254.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1002382.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001651.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001571.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1002001.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1002286.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000066.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001266.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001327.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1002128.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000167.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001550.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1002246.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001520.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1002481.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001730.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000514.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001421.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000597.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000499.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1002063.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001498.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1002568.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001854.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1002042.h5
